,Date,Demand,period_col,period_child_col
458,2012-01-20 02:00:00,8174.304128,2012-01-20,02
459,2012-01-20 03:00:00,7623.929574,2012-01-20,03
460,2012-01-20 04:00:00,7459.229744,2012-01-20,04
461,2012-01-20 05:00:00,7749.7559679999995,2012-01-20,05
462,2012-01-20 06:00:00,8644.368856000001,2012-01-20,06
463,2012-01-20 07:00:00,9836.658974,2012-01-20,07
464,2012-01-20 08:00:00,10420.543114,2012-01-20,08
465,2012-01-20 09:00:00,10764.102105999998,2012-01-20,09
466,2012-01-20 10:00:00,10955.800358,2012-01-20,10
467,2012-01-20 11:00:00,11073.987154,2012-01-20,11
468,2012-01-20 12:00:00,11074.805177999999,2012-01-20,12
469,2012-01-20 13:00:00,11096.859926000001,2012-01-20,13
470,2012-01-20 14:00:00,11076.764662000001,2012-01-20,14
471,2012-01-20 15:00:00,11082.394004,2012-01-20,15
472,2012-01-20 16:00:00,11099.439058,2012-01-20,16
473,2012-01-20 17:00:00,10959.332330000001,2012-01-20,17
474,2012-01-20 18:00:00,10557.785661999998,2012-01-20,18
475,2012-01-20 19:00:00,10146.802749999999,2012-01-20,19
476,2012-01-20 20:00:00,9852.789088,2012-01-20,20
477,2012-01-20 21:00:00,9586.885613999999,2012-01-20,21
478,2012-01-20 22:00:00,8991.358436,2012-01-20,22
479,2012-01-20 23:00:00,8556.338448,2012-01-20,23
480,2012-01-21 00:00:00,8656.802916,2012-01-21,00
481,2012-01-21 01:00:00,7955.007648,2012-01-21,01
482,2012-01-21 02:00:00,8098.62802,2012-01-21,02
483,2012-01-21 03:00:00,7511.821322,2012-01-21,03
484,2012-01-21 04:00:00,7184.87912,2012-01-21,04
485,2012-01-21 05:00:00,7229.194368,2012-01-21,05
486,2012-01-21 06:00:00,7605.77444,2012-01-21,06
487,2012-01-21 07:00:00,8238.237536,2012-01-21,07
488,2012-01-21 08:00:00,8725.346438,2012-01-21,08
489,2012-01-21 09:00:00,9215.041922,2012-01-21,09
490,2012-01-21 10:00:00,9459.049436000001,2012-01-21,10
491,2012-01-21 11:00:00,9554.383141999999,2012-01-21,11
492,2012-01-21 12:00:00,9520.845752000001,2012-01-21,12
493,2012-01-21 13:00:00,9497.083088,2012-01-21,13
494,2012-01-21 14:00:00,9500.504988,2012-01-21,14
495,2012-01-21 15:00:00,9658.894088000001,2012-01-21,15
496,2012-01-21 16:00:00,9937.939242,2012-01-21,16
497,2012-01-21 17:00:00,10092.913177999999,2012-01-21,17
498,2012-01-21 18:00:00,10087.425987999999,2012-01-21,18
499,2012-01-21 19:00:00,9714.346484,2012-01-21,19
